STATION_NO,R_STATION,R_CTRY,R_LATITUDE,R_LONGITUD,R_ALTITUDE,R_HEIGHT,R_ANT_BEAM,ZONE,ANTEN_TYPE,ANTEN_DIAM,FEED,PROT_RAD,FIG_MERIT,XPD_0,OFF_AXIS,RELAT_LEV,RANGE_REC,INT_TIME,EXP_NO,SATEL_NAME,SATEL_POS,TYPE,START_DATE,END_DATE,DURATION,FREQUENCY,POL_L_C,POLAR,ELEVATION,RAIN_CONC,T_MED,DATA_SAMP,CALIB_INT,DAT_RES,RAIN_GAUGE,RAIN_RES,RAIN_TIME,LOC_GAUGE,ATT_E_T,RR_001,RR_002,RR_003,RR_005,RR_01,RR_02,RR_03,RR_05,RR_1,RR_2,RR_3,RR_5,RR1,RR2,RR3,RR5,RR10,RR20,RR30,RR50,A_001,A_002,A_003,A_005,A_01,A_02,A_03,A_05,A_1,A_2,A_3,A_5,A1,A2,A3,A5,A10,A20,A30,A50,FLAG1,FLAG2,FLAG3,FLAG4,FLAG5,FLAG6,FLAG7,FLAG8,REFERENCES_EXP,COMMENTS
111,TAMPA,US,27.6,277.7,0,0,,N,,,,,,,,,,,2,CMST3,273,BCN,1979/01/01,1979/12/01,365,28.6,L,88,54.5,Y,,,,,,,,,,,,,121.6,99,78,66.2,53.4,37,22.6,16,,,,,,,,,,,,,,,,,,,,,9.2,,,,,,,,,,,,,,,,,,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
112,LENOX,US,39.6,280.7,610,,,K,,,,,,,,,,,1,,,RDM,1977/10/01,1978/10/01,365,11.6,L,0,18,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,7.1,4.8,3.1,2.4,1.8,1.2,,,,,,,,,,,,,,,,ROGERS & H,I08
113,ETAM,US,39.3,280.3,560,,,K,,,,,,,,,,,1,,,RDM,1977/10/01,1978/10/01,365,11.6,L,,18,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,8.6,5.8,3.7,2.8,2.1,1.4,,,,,,,,,,,,,,,,ROGERS & H,I08
114,MELVILLE SASK.,CA,50.9,257,660,,,D,,,,,,,,,,,1,,,RDM,1974/01/01,1977/05/01,922,13,L,,31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,5.9,4.2,3.4,2.8,2.1,1.5,1.2,1.1,1,,,,,,,,,,,,,,,,WEBBER & A,I08
115,THUNDER BAY ONT.,CA,48.4,270.6,270,,,D,,,,,,,,,,,1,,,RDM,1973/06/01,1976/08/01,467,13,L,,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6.6,5.2,3.8,2.5,1.7,1.3,1.2,1,,,,,,,,,,,,,,,,WEBBER & A,I08
116,OTTAWA ONT.,CA,45.4,284.1,70,,,D,,,,,,,,,,,1,,,RDM,1973/12/01,1975/11/01,613,13,L,,26,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6.9,5.5,3.7,2.1,1.5,1.2,1.1,1,,,,,,,,,,,,,,,,WEBBER & A,I08
117,MILL VILLAGE,CA,44.5,295.5,10,,,D,,,,,,,,,,,1,,,RDM,1973/06/01,1979/06/01,1793,13,L,,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8.8,8.2,6.5,4.7,3.3,2.7,2,1.4,,,,,,,,,,,,,,,,WEBBER & A,I08
118,ALLAN PARK,CA,44.2,279.1,290,,,D,,,,,,,,,,,1,,,RDM,1973/09/01,1975/09/01,628,13,L,,29,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8.3,7.5,5.3,3.3,2.2,1.7,1.4,1,,,,,,,,,,,,,,,,WEBBER & A,I08
119,BLACKSBURG#2,US,37.2,279.5,640,,,K,,,,,,,,,,,1,SIRIO,345,BCN,1979/01/01,1979/12/01,365,11.6,C,45,10.7,Y,,,,,,,,,,102,86,74.3,59.6,42,25,18.5,12.4,7,3.2,,,,,,,,,,,20.1,18.4,17.3,15.8,13.8,10.3,8.5,6.5,4.4,2.8,,,,,,,,,,,2E-3,2E-1,1E-2,2E-1,0E,,,,STUTZMAN &,I08
120,AUSTIN#2,US,30.39,262.27,185,4.5,0.7,M,HORN REFL.,2.4,HOGG HORN,N,23.6,,-23,-23,25,,1,INTELSAT 510,335.5,BCN,1988/06/01,1989/05/31,365,11.198,C,45,5.8,Y,273,0.5,120,0.01,TIP.BUCKET,1,,5 M,E,137,111,101,88,70,49,39,28,15,7,4,1,,,,,,,,,,,,,,,,23.5,18.9,11.6,7.7,4.8,2.4,1.4,1.1,0.9,0.6,0.3,0.2,,5E-2,5E-1,1E-1,3E+1,,,,,,I08. classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). why were these data excluded
120,AUSTIN#2,US,30.39,262.27,185,4.5,0.7,M,HORN REFL.,2.4,HOGG HORN,N,23.6,,-23,-23,25,,2,INTELSAT 510/602,335.5,BCN,1989/06/01,1990/05/31,365,11.198,C,45,5.8,Y,273,0.5,120,0.01,TIP.BUCKET,1,,5 M,E,173,125,97,79,58,42,34,24,13,6,4,2,,,,,,,,,,,,,,,,21.7,15.1,8.2,6.1,4.4,2.3,1.4,1.1,0.9,0.6,0.4,0.2,,5E-2,5E-1,1E-1,3E+1,,,,,,I08. classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). why were these data excluded
120,AUSTIN#2,US,30.39,262.27,185,4.5,0.7,M,HORN REFL.,2.4,HOGG HORN,N,23.6,,-23,-23,25,,3,INTELSAT 602,335.5,BCN,1990/06/01,1991/05/31,365,11.198,C,45,5.8,Y,273,0.5,120,0.01,TIP.BUCKET,1,,5 M,E,140,118,109,86,68,50,40,26,15,8,6,3,,,,,,,,,,,,,,,24.2,22.4,17,11.2,8.9,6.5,3.7,1.8,1.3,1,0.6,0.4,0.2,,3E-2,5E-1,1E-1,3E+1,,,,,,I08. classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). why were these data excluded
120,AUSTIN#2,US,30.39,262.27,185,4.5,0.7,M,HORN REFL.,2.4,HOGG HORN,N,23.6,,-23,-23,25,,4,INTELSAT 602,335,BCN,1991/06/01,1992/05/31,365,11.198,C,45,5.8,Y,273,0.5,120,0.01,TIP.BUCKET,1,,5 M,E,171,147,134,115,93,73,61,46,28,15,9,5,,,,,,,,,,,,,24.2,22.9,22.5,22.1,20.5,14.9,11.5,7.9,4.5,2.4,1.7,1.2,,,,,1E-2,5E-1,1E-1,5E+0,,,,,,I08. classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). why were these data excluded
121,BLACKSBURG#3,US,37.2,279.5,640,,,K,,,,NO,,,,,,1,1,OLYMPUS,341,BCN,1991/01/01,1991/12/31,365,12.5,L,39,14,N,,1,,0.1,,,,,T,,,,,78.5,53.7,41.2,26.3,14.6,8.4,6.4,4.5,2.7,0.9,,,,,,,17.1,15.6,14.9,13.9,11.7,9.5,8.38,7.1,5.39,4.12,3.61,3.04,2.42,1.91,1.67,1.42,1.17,0.96,0.85,0.68,1E-2,2E+1,5E-3,5E+1,0T,,,,TWIN,compiled year. rain data added by C.Riva from F.Haidara fax (02.11.1999)
121,BLACKSBURG#3,US,37.2,279.5,640,,,K,,,,NO,,,,,,1,2,OLYMPUS,341,BCN,1991/01/01,1991/12/31,365,19.77,L,39,14,N,,1,,0.1,,,,,T,,,,,78.5,53.7,41.2,26.3,14.6,8.4,6.4,4.5,2.7,0.9,,,,,,,,38.5,36.4,33.5,28.6,23.3,21.2,18.3,14.1,10.9,9.47,7.93,6.21,4.7,4.05,3.37,2.77,2.31,2.03,,1E-2,2E+1,5E-2,3E+1,0T,,,,TWIN,compiled year. rain data added by C.Riva from F.Haidara fax (02.11.1999)
121,BLACKSBURG#3,US,37.2,279.5,640,,,K,,,,NO,,,,,,1,3,OLYMPUS,341,BCN,1991/01/01,1991/12/31,365,29.66,L,39,14,N,,1,0,0.1,,,,,T,,,,,78.5,53.7,41.2,26.3,14.6,8.4,6.4,4.5,2.7,0.9,,,,,,,,,,,,,37.6,33.4,26,20,16.9,13.5,9.87,6.93,5.5,4.04,2.89,2.23,1.89,1.42,3E-2,2E+1,5E-2,5E+1,0T,,,,TWIN,compiled year. rain data added by C.Riva from F.Haidara fax (02.11.1999)
121,BLACKSBURG#3,US,37.2,279.5,640,,,K,,,,NO,,,,,,1,4,OLYMPUS,341,BCN,1991/01/01,1991/12/31,365,12.5,L,39,14,N,,1,,0.1,,,,,E,,,,,,,,,,,,,,,,,,,,,16.1,14.6,13.9,12.9,10.7,8.48,7.37,6.08,4.37,3.11,2.59,2.03,1.41,0.94,0.71,0.51,0.31,0.17,0.1,0.01,,,5E-3,1E+1,0E,,,,,COMPILED YEAR
121,BLACKSBURG#3,US,37.2,279.5,640,,,K,,,,NO,,,,,,1,5,OLYMPUS,341,BCN,1991/01/01,1991/12/31,365,19.77,L,39,14,N,,1,,0.1,,,,,E,,,,,,,,,,,,,,,,,,,,,,36.3,34.2,31.3,26.4,21.1,19.1,16.2,11.9,8.73,7.31,5.76,4.04,2.54,1.88,1.22,0.65,0.31,0.17,,,,3E-2,1E+1,0E,,,,,COMPILED YEAR
121,BLACKSBURG#3,US,37.2,279.5,640,,,K,,,,NO,,,,,,1,6,OLYMPUS,341,BCN,1991/01/01,1991/12/31,365,29.66,L,39,14,N,,1,,0.1,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,38,35.5,31.2,23.8,17.9,14.8,11.3,7.69,4.76,3.33,1.88,0.82,0.36,0.2,,,,5E-2,1E+1,0E,,,,,COMPILED YEAR
130,FAIRBANKS,US,64.86,212.18,184,,,A,,,,,,,,,,,1,ACTS,260,BCN,1994/01/01,1994/12/31,365,20.2,L,45,8.1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.73,14.45,12.05,9.57,7.35,5.9,4.46,3.09,2.24,1.82,1.19,0.56,0.28,,,,,,,,,2E-2,2E+0,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
130,FAIRBANKS,US,64.86,212.18,184,,,A,,,,,,,,,,,2,ACTS,260,BCN,1995/01/01,1995/12/31,365,20.2,L,45,8.1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.21,9.42,7.76,6.03,3.85,2.51,1.92,1.35,0.8,0.46,,,,,,,,,1E-2,2E+0,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
130,FAIRBANKS,US,64.86,212.18,184,,,A,,,,,,,,,,,3,ACTS,260,BCN,1996/01/01,1996/12/31,366,20.2,L,45,8.1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.54,9.56,8.57,7.5,6.26,5.21,4.43,3.47,2.59,1.74,1.36,0.99,0.58,0.34,,,,,,,,,2E-2,2E+0,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
130,FAIRBANKS,US,64.86,212.18,184,,,A,,,,,,,,,,,4,ACTS,260,BCN,1997/01/01,1997/12/31,365,20.2,L,45,8.1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.99,9.52,8.78,7.95,6.67,5.44,4.66,3.61,2.65,1.88,1.39,0.73,0.25,0.09,,,,,,,,,0E+0,0E+0,,,,,checked with D. Rogers,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
130,FAIRBANKS,US,64.86,212.18,184,,,A,,,,,,,,,,,5,ACTS,260,BCN,1998/01/01,1998/12/31,365,20.2,L,45,8.1,Y,,,,,,,,,,19.72,15.7,13.63,11.34,8.48,6.25,5.34,4.34,3.26,2.22,1.62,,,,,,,,,,,22.01,14.47,11.69,9.35,7.49,6.63,5.66,4.41,3.4,2.97,2.44,1.73,0.9,,,,,,,2E-3,3E-1,2E-3,2E+0,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
130,FAIRBANKS,US,64.86,212.18,184,,,A,,,,,,,,,,,6,ACTS,260,BCN,1994/01/01,1994/12/31,365,27.5,L,45,8.1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.39,9.49,6.63,4.86,4.04,2.99,1.61,0.75,,,,,,,,,3E-2,2E+0,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
130,FAIRBANKS,US,64.86,212.18,184,,,A,,,,,,,,,,,7,ACTS,260,BCN,1995/01/01,1995/12/31,365,27.5,L,45,8.1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.43,10.8,7.73,5.31,4.26,3.16,1.99,1.05,,,,,,,,,5E-3,2E+0,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
130,FAIRBANKS,US,64.86,212.18,184,,,A,,,,,,,,,,,8,ACTS,260,BCN,1996/01/01,1996/12/31,366,27.5,L,45,8.1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.49,13.88,10.84,9.5,8.03,5.78,3.95,3.1,2.23,1.34,0.79,,,,,,,,,5E-2,2E+0,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
130,FAIRBANKS,US,64.86,212.18,184,,,A,,,,,,,,,,,9,ACTS,260,BCN,1997/01/01,1997/12/31,365,27.5,L,45,8.1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.85,11.87,9.82,7.68,5.4,3.62,2.69,1.73,0.87,0.34,,,,,,,,,1E-2,2E+0,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
130,FAIRBANKS,US,64.86,212.18,184,,,A,,,,,,,,,,,10,ACTS,260,BCN,1998/01/01,1998/12/31,365,27.5,L,45,8.1,Y,,,,,,,,,,19.72,15.7,13.63,11.34,8.48,6.25,5.34,4.34,3.26,2.22,1.62,,,,,,,,,,,,,,,13.74,11.63,10.03,8.19,5.94,4.89,3.8,2.46,1.41,1.27,1.15,,,,,2E-3,3E-1,1E-1,2E+0,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
131,VANCOUVER,CA,49.25,236.78,80,,,D,,,,,,,,,,,1,ACTS,260,BCN,1994/01/01,1994/12/31,365,20.2,L,72,29.3,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.75,8.56,6.07,4.68,3.61,3.09,2.56,2.16,1.82,1.65,1.46,1.16,0.9,0.78,,,,,,,,3E-3,3E+0,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
131,VANCOUVER,CA,49.25,236.78,80,,,D,,,,,,,,,,,2,ACTS,260,BCN,1995/01/01,1995/12/31,365,20.2,L,72,29.3,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,5.48,4.81,3.98,3.2,2.8,2.38,1.91,1.46,1.24,0.94,0.63,0.35,0.23,,,,,,,,2E-3,3E+0,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
131,VANCOUVER,CA,49.25,236.78,80,,,D,,,,,,,,,,,3,ACTS,260,BCN,1996/01/01,1996/12/31,366,20.2,L,72,29.3,Y,,,,,,,,,,38.8,25.91,20.83,17.68,14.15,9.9,8.69,7.36,5.75,4.32,3.58,2.74,1.53,0.49,0.21,,,,,,5.01,4.78,4.65,4.49,4.29,3.79,3.46,3.09,2.56,1.99,1.7,1.39,1.02,0.77,0.64,,,,,,1E-3,3E+0,1E-1,3E+0,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
131,VANCOUVER,CA,49.25,236.78,80,,,D,,,,,,,,,,,4,ACTS,260,BCN,1997/01/01,1997/12/31,365,20.2,L,72,29.3,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.55,14.9,12.87,10.71,7.76,4.1,2.89,2.54,2.16,1.78,1.45,1.3,,,,,,,,2E-2,3E+0,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
131,VANCOUVER,CA,49.25,236.78,80,,,D,,,,,,,,,,,5,ACTS,260,BCN,1998/01/01,1998/12/31,365,20.2,L,72,29.3,Y,,,,,,,,,,26.62,19.64,16.78,13.42,9.58,7.29,6.45,5.63,4.57,3.56,3.08,2.43,1.54,0.57,,,,,,,6.65,5.89,5.56,5.16,4.67,3.99,3.3,2.6,2.16,1.81,1.64,1.46,1.19,0.96,,,,,,,1E-3,2E+0,2E-2,2E+0,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
131,VANCOUVER,CA,49.25,236.78,80,,,D,,,,,,,,,,,6,ACTS,260,BCN,1994/01/01,1994/12/31,365,27.5,L,72,29.3,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.66,9.02,7.18,6.29,5.34,4.27,3.56,3.21,2.84,2.17,1.6,1.31,,,,,,,,5E-3,3E+0,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
131,VANCOUVER,CA,49.25,236.78,80,,,D,,,,,,,,,,,7,ACTS,260,BCN,1995/01/01,1995/12/31,365,27.5,L,72,29.3,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.02,10.48,9.43,8.18,7.09,6.44,5.57,4.57,3.58,3.07,2.5,1.79,1.18,0.91,,,,,,,,2E-3,3E+0,,,,,checked with D. Rogers,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
131,VANCOUVER,CA,49.25,236.78,80,,,D,,,,,,,,,,,8,ACTS,260,BCN,1996/01/01,1996/12/31,366,27.5,L,72,29.3,Y,,,,,,,,,,38.8,25.91,20.83,17.68,14.15,9.9,8.69,7.36,5.75,4.32,3.58,2.74,1.53,0.49,0.21,,,,,,12.33,11.59,11.18,10.38,8.91,7.64,6.98,6.11,5.06,4.1,3.51,2.89,2.18,1.59,1.29,,,,,,1E-3,3E+0,5E-3,3E+0,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
131,VANCOUVER,CA,49.25,236.78,80,,,D,,,,,,,,,,,9,ACTS,260,BCN,1997/01/01,1997/12/31,365,27.5,L,72,29.3,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,12.04,7.58,5.92,5.19,4.37,3.44,2.76,2.44,,,,,,,,3E-2,3E+0,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
131,VANCOUVER,CA,49.25,236.78,80,,,D,,,,,,,,,,,10,ACTS,260,BCN,1998/01/01,1998/12/31,365,27.5,L,72,29.3,Y,,,,,,,,,,26.62,19.64,16.78,13.42,9.58,7.29,6.45,5.63,4.57,3.56,3.08,2.43,1.54,0.57,,,,,,,14.32,12.5,11.54,10.3,8.6,7.17,6.42,5.55,4.55,3.83,3.48,3.11,2.55,1.99,1.74,,,,,,1E-3,1E+0,1E-3,3E+0,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
132,GREELEY,US,40.33,255.39,1460,,,E,,,,,,,,,,,1,ACTS,260,BCN,1994/01/01,1994/12/31,365,20.2,L,84,43.1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.07,4.81,3.02,1.43,0.35,,,,,,,,,,,,,,1E-2,1E-1,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
132,GREELEY,US,40.33,255.39,1460,,,E,,,,,,,,,,,2,ACTS,260,BCN,1995/01/01,1995/12/31,365,20.2,L,84,43.1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.18,19.02,14.71,9.25,3.72,2.37,1.52,0.62,0.07,,,,,,,,,,,,,2E-3,2E-1,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
132,GREELEY,US,40.33,255.39,1460,,,E,,,,,,,,,,,3,ACTS,260,BCN,1996/01/01,1996/12/31,366,20.2,L,84,43.1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.36,18.7,13.77,10.71,6.65,3.71,2.68,2.31,1.93,1.12,0.59,0.44,0.32,,,,,,,0E+0,0E+0,,,,,checked with D. Rogers,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
132,GREELEY,US,40.33,255.39,1460,,,E,,,,,,,,,,,4,ACTS,260,BCN,1997/01/01,1997/12/31,365,20.2,L,84,43.1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.56,10.11,8.57,6.96,4.97,3.43,2.78,2.19,1.51,1,0.78,0.58,0.38,,,,,,,,,,2E-3,1E+0,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
132,GREELEY,US,40.33,255.39,1460,,,E,,,,,,,,,,,5,ACTS,260,BCN,1998/01/01,1998/12/31,365,20.2,L,84,43.1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.54,11.29,8.81,6.99,4.58,2.98,2.31,1.46,0.88,0.66,0.54,0.35,0.16,,,,,,,,,,1E-3,1E+0,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
132,GREELEY,US,40.33,255.39,1460,,,E,,,,,,,,,,,6,ACTS,260,BCN,1994/01/01,1994/12/31,365,27.5,L,84,43.1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.63,8.77,5.61,3.01,1.08,,,,,,,,,,,,,,1E-2,1E-1,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
132,GREELEY,US,40.33,255.39,1460,,,E,,,,,,,,,,,7,ACTS,260,BCN,1995/01/01,1995/12/31,365,27.5,L,84,43.1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.27,7.14,4.79,3.05,1.54,0.59,0.18,,,,,,,,,,,,1E-2,3E-1,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
132,GREELEY,US,40.33,255.39,1460,,,E,,,,,,,,,,,8,ACTS,260,BCN,1996/01/01,1996/12/31,366,27.5,L,84,43.1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.61,10.55,6.23,4.4,3.87,3.31,1.79,0.93,0.64,0.44,,,,,,,0E+0,0E+0,,,,,checked with D. Rogers,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
132,GREELEY,US,40.33,255.39,1460,,,E,,,,,,,,,,,9,ACTS,260,BCN,1997/01/01,1997/12/31,365,27.5,L,84,43.1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.49,11.25,8.03,6.58,4.9,3.33,2.25,1.75,1.28,0.83,0.61,,,,,,,,,5E-3,2E+0,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
132,GREELEY,US,40.33,255.39,1460,,,E,,,,,,,,,,,10,ACTS,260,BCN,1998/01/01,1998/12/31,365,27.5,L,84,43.1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,15.11,9.67,5.92,4.48,3.03,1.75,1.19,0.97,0.67,0.37,0.25,,,,,,,,,3E-3,2E+0,,,,,,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
133,TAMPA,US,28.06,277.58,50,,,N,,,,,,,,,,,1,ACTS,260,BCN,1994/01/01,1994/12/31,365,20.2,L,77,52,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.85,7.33,3.84,2.86,1.46,1.02,0.71,,,,,,,0E+0,0E+0,,,,,checked with D. Rogers,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
133,TAMPA,US,28.06,277.58,50,,,N,,,,,,,,,,,2,ACTS,260,BCN,1995/01/01,1995/12/31,365,20.2,L,77,52,Y,,,,,,,,,,140.95,119.53,108.54,96.49,83.16,71.67,60.3,47.11,32.81,18.34,11.13,5.39,1.13,,,,,,,,,,,,,,,,16.89,9.58,6.53,3.91,2.9,1.41,0.94,0.58,,,,,1E-1,1E+0,0E+0,0E+0,,,,,checked with D. Rogers,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
133,TAMPA,US,28.06,277.58,50,,,N,,,,,,,,,,,3,ACTS,260,BCN,1996/01/01,1996/12/31,366,20.2,L,77,52,Y,,,,,,,,,,138.75,125.56,118.43,110.03,99.27,83.74,75.81,64.21,45.3,25,15.03,5.7,1.84,,,,,,,,,,,,,,,,,11.83,7.76,4.32,3,1.38,0.9,0.58,,,,,2E-1,1E+0,0E+0,0E+0,,,,,checked with D. Rogers,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
133,TAMPA,US,28.06,277.58,50,,,N,,,,,,,,,,,4,ACTS,260,BCN,1997/01/01,1997/12/31,365,20.2,L,77,52,Y,,,,,,,,,,,136.93,126.42,114.32,99.53,78.47,67.81,54.18,35.05,18.04,9.57,5.15,1.24,,,,,,,,,,,,,,,,25.72,13.97,9.81,5.94,4.25,2.33,1.58,0.87,,,,,1E-1,1E+0,0E+0,0E+0,,,,,checked with D. Rogers,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
133,TAMPA,US,28.06,277.58,50,,,N,,,,,,,,,,,5,ACTS,260,BCN,1998/01/01,1998/12/31,365,20.2,L,77,52,Y,,,,,,,,,,126.6,117.91,113.1,107.33,99.89,82.73,74.09,59.16,39.09,20.35,11.26,5.53,2.22,0.36,,,,,,,,,,,,,,,,12.51,8.42,5.31,4.43,2.44,1.61,0.88,,,,,2E-1,2E+0,0E+0,0E+0,,,,,checked with D. Rogers,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
133,TAMPA,US,28.06,277.58,50,,,N,,,,,,,,,,,6,ACTS,260,BCN,1994/01/01,1994/12/31,365,27.5,L,77,52,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.24,7.23,5.23,2.96,2.02,1.36,,,,,,,0E+0,0E+0,,,,,checked with D. Rogers,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
133,TAMPA,US,28.06,277.58,50,,,N,,,,,,,,,,,7,ACTS,260,BCN,1995/01/01,1995/12/31,365,27.5,L,77,52,Y,,,,,,,,,,140.95,119.53,108.54,96.49,83.16,71.67,60.3,47.11,32.81,18.34,11.13,5.39,1.13,,,,,,,,,,,,,,,,,21.79,12.59,8,5.68,2.66,1.75,1.04,,,,,1E-1,1E+0,0E+0,0E+0,,,,,checked with D. Rogers,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
133,TAMPA,US,28.06,277.58,50,,,N,,,,,,,,,,,8,ACTS,260,BCN,1996/01/01,1996/12/31,366,27.5,L,77,52,Y,,,,,,,,,,138.75,125.56,118.43,110.03,99.27,83.74,75.81,64.21,45.3,25,15.03,5.7,1.84,,,,,,,,,,,,,,,,,,14.17,8.29,5.61,2.68,1.9,1.22,,,,,2E-1,1E+0,0E+0,0E+0,,,,,checked with D. Rogers,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
133,TAMPA,US,28.06,277.58,50,,,N,,,,,,,,,,,9,ACTS,260,BCN,1997/01/01,1997/12/31,365,27.5,L,77,52,Y,,,,,,,,,,,136.93,126.42,114.32,99.53,78.47,67.81,54.18,35.05,18.04,9.57,5.15,1.24,,,,,,,,,,,,,,,,,,21.12,11.52,7.96,4.24,2.79,1.64,,,,,1E-1,1E+0,0E+0,0E+0,,,,,checked with D. Rogers,Generated by C.Riva on 31.08.2005 based on the file acts_DATA_Tables.xls
